지점,일시,1시간평균 미세먼지농도(㎍/㎥)
90,41700.375,7
90,41700.41667,4
90,41700.45833,11
90,41700.5,11
90,41700.54167,12
90,41700.58333,9
90,41700.625,73
90,41700.66667,
90,41700.70833,
90,41701.375,13
90,41701.41667,27
90,41701.45833,34
90,41701.5,23
90,41701.54167,17
90,41701.58333,25
90,41701.625,22
90,41701.66667,32
90,41701.70833,28
90,41701.75,33
90,41701.79167,32
90,41701.83333,37
90,41701.875,29
90,41701.91667,23
90,41701.95833,27
90,41702,42
90,41702.04167,68
90,41702.08333,89
90,41702.125,91
90,41702.16667,80
90,41702.20833,72
90,41702.25,65
90,41702.29167,63
90,41702.33333,53
90,41702.375,68
90,41702.41667,71
90,41702.45833,69
90,41702.5,59
90,41702.54167,74
90,41702.58333,68
90,41702.625,61
90,41702.66667,47
90,41702.70833,28
90,41702.75,43
90,41702.79167,51
90,41702.83333,50
90,41702.875,75
90,41702.91667,90
90,41702.95833,75
90,41703,87
90,41703.04167,101
90,41703.08333,75
90,41703.125,54
90,41703.16667,31
90,41703.20833,12
90,41703.25,25
90,41703.29167,33
90,41703.33333,19
90,41703.375,16
90,41703.41667,13
90,41703.45833,14
90,41703.5,20
90,41703.54167,27
90,41703.58333,22
90,41703.625,26
90,41703.66667,34
90,41703.70833,33
90,41703.75,21
90,41703.79167,26
90,41703.83333,22
90,41703.875,19
90,41703.91667,20
90,41703.95833,17
90,41704,28
90,41704.04167,54
90,41704.08333,35
90,41704.16667,28
90,41704.20833,39
90,41704.25,25
90,41704.29167,18
90,41704.33333,23
90,41704.375,42
90,41704.41667,35
90,41704.45833,34
90,41704.5,27
90,41704.54167,34
90,41704.58333,30
90,41704.625,30
90,41704.66667,28
90,41704.70833,34
90,41704.75,33
90,41704.79167,42
90,41704.83333,39
90,41704.875,38
90,41704.91667,26
90,41704.95833,32
90,41705,23
90,41705.04167,8
90,41705.08333,17
90,41705.125,19
90,41705.16667,20
90,41705.20833,26
90,41705.25,22
90,41705.29167,29
90,41705.33333,36
90,41705.375,43
90,41705.41667,33
90,41705.45833,29
90,41705.5,24
90,41705.54167,26
90,41705.58333,27
90,41705.625,17
90,41705.66667,25
90,41705.70833,21
90,41705.75,36
90,41705.79167,39
90,41705.83333,39
90,41705.875,50
90,41705.91667,44
90,41705.95833,47
90,41706,38
90,41706.04167,35
90,41706.08333,33
90,41706.125,35
90,41706.16667,37
90,41706.20833,35
90,41706.25,39
90,41706.29167,37
90,41706.33333,36
90,41706.375,44
90,41706.41667,39
90,41706.45833,35
90,41706.5,35
90,41706.54167,30
90,41706.58333,25
90,41706.625,26
90,41706.66667,33
90,41706.70833,26
90,41706.75,31
90,41706.79167,42
90,41706.83333,44
90,41706.875,38
90,41706.91667,38
90,41706.95833,28
90,41707,39
90,41707.04167,51
90,41707.08333,42
90,41707.125,41
90,41707.16667,38
90,41707.20833,44
90,41707.25,76
90,41707.29167,68
90,41707.33333,69
90,41707.375,73
90,41707.41667,61
90,41707.45833,57
90,41707.5,32
90,41707.54167,36
90,41707.58333,25
90,41707.625,25
90,41707.66667,22
90,41707.70833,31
90,41707.75,33
90,41707.79167,28
90,41707.83333,28
90,41707.875,22
90,41707.91667,26
90,41707.95833,20
90,41708,26
90,41708.04167,34
90,41708.08333,27
90,41708.125,30
90,41708.16667,28
90,41708.20833,30
90,41708.25,28
90,41708.29167,38
90,41708.33333,36
90,41708.375,42
90,41708.41667,51
90,41708.45833,41
90,41708.5,28
90,41708.54167,31
90,41708.58333,25
90,41708.625,29
90,41708.66667,26
90,41708.70833,23
90,41708.75,30
90,41708.79167,36
90,41708.83333,36
90,41708.875,39
90,41708.91667,29
90,41708.95833,22
90,41709,26
90,41709.04167,30
90,41709.08333,28
90,41709.125,28
90,41709.16667,33
90,41709.20833,40
90,41709.25,52
90,41709.29167,40
90,41709.33333,43
90,41709.375,55
90,41709.41667,63
90,41709.45833,55
90,41709.5,88
90,41709.54167,87
90,41709.58333,84
90,41709.625,89
90,41709.66667,73
90,41709.70833,86
90,41709.75,107
90,41709.79167,101
90,41709.83333,90
90,41709.875,99
90,41709.91667,101
90,41709.95833,115
90,41710,110
90,41710.04167,93
90,41710.08333,84
90,41710.125,51
90,41710.16667,28
90,41710.20833,18
90,41710.25,16
90,41710.29167,14
90,41710.33333,18
90,41710.375,19
90,41710.41667,20
90,41710.45833,30
90,41710.5,37
90,41710.54167,19
90,41710.58333,25
90,41710.625,33
90,41710.66667,58
90,41710.70833,53
90,41710.75,51
90,41710.79167,47
90,41710.83333,37
90,41710.875,40
90,41710.91667,59
90,41710.95833,53
90,41711,42
90,41711.04167,40
90,41711.08333,49
90,41711.125,66
90,41711.16667,83
90,41711.20833,93
90,41711.25,77
90,41711.29167,65
90,41711.33333,62
90,41711.375,55
90,41711.41667,55
90,41711.45833,55
90,41711.5,60
90,41711.54167,54
90,41711.58333,52
90,41711.625,48
90,41711.66667,45
90,41711.70833,54
90,41711.75,66
90,41711.79167,64
90,41711.83333,61
90,41711.875,56
90,41711.91667,51
90,41711.95833,37
90,41712,34
90,41712.04167,26
90,41712.08333,31
90,41712.125,30
90,41712.16667,30
90,41712.20833,32
90,41712.25,41
90,41712.29167,36
90,41712.33333,53
90,41712.375,40
90,41712.41667,48
90,41712.45833,49
90,41712.5,58
90,41712.54167,44
90,41712.58333,47
90,41712.625,44
90,41712.66667,49
90,41712.70833,51
90,41712.75,49
90,41712.79167,57
90,41712.83333,55
90,41712.875,45
90,41712.91667,50
90,41712.95833,44
90,41713,58
90,41713.04167,69
90,41713.08333,64
90,41713.125,67
90,41713.16667,66
90,41713.20833,67
90,41713.25,63
90,41713.29167,68
90,41713.33333,64
90,41713.375,81
90,41713.41667,82
90,41713.45833,82
90,41713.5,68
90,41713.54167,54
90,41713.58333,64
90,41713.625,75
90,41713.66667,84
90,41713.70833,96
90,41713.75,98
90,41713.79167,113
90,41713.83333,141
90,41713.875,140
90,41713.91667,124
90,41713.95833,118
90,41714,114
90,41714.04167,115
90,41714.08333,117
90,41714.125,113
90,41714.16667,109
90,41714.20833,96
90,41714.25,92
90,41714.29167,90
90,41714.33333,82
90,41714.375,80
90,41714.41667,79
90,41714.45833,58
90,41714.5,54
90,41714.54167,64
90,41714.58333,57
90,41714.625,51
90,41714.66667,57
90,41714.70833,66
90,41714.75,69
90,41714.79167,69
90,41714.83333,67
90,41714.875,73
90,41714.91667,73
90,41714.95833,67
90,41715,61
90,41715.04167,60
90,41715.08333,66
90,41715.125,61
90,41715.16667,68
90,41715.20833,66
90,41715.25,64
90,41715.29167,65
90,41715.33333,65
90,41715.375,70
90,41715.41667,80
90,41715.45833,69
90,41715.5,77
90,41715.54167,67
90,41715.58333,69
90,41715.625,66
90,41715.66667,70
90,41715.70833,83
90,41715.75,72
90,41715.79167,70
90,41715.83333,66
90,41715.875,76
90,41715.91667,63
90,41715.95833,47
90,41716,22
90,41716.04167,9
90,41716.08333,10
90,41716.125,23
90,41716.16667,47
90,41716.20833,65
90,41716.25,103
90,41716.29167,169
90,41716.33333,236
90,41716.375,251
90,41716.41667,228
90,41716.45833,243
90,41716.5,260
90,41716.54167,297
90,41716.58333,302
90,41716.625,139
90,41716.66667,54
90,41716.70833,44
90,41716.75,40
90,41716.79167,34
90,41716.83333,41
90,41716.875,31
90,41716.91667,36
90,41716.95833,32
90,41717,33
90,41717.04167,30
90,41717.08333,29
90,41717.125,31
90,41717.16667,32
90,41717.20833,29
90,41717.25,27
90,41717.29167,32
90,41717.33333,46
90,41717.375,70
90,41717.41667,70
90,41717.45833,37
90,41717.5,29
90,41717.54167,36
90,41717.58333,31
90,41717.625,34
90,41717.66667,43
90,41717.70833,35
90,41717.75,33
90,41717.79167,35
90,41717.83333,28
90,41717.875,35
90,41717.91667,33
90,41717.95833,31
90,41718,32
90,41718.04167,39
90,41718.08333,39
90,41718.125,34
90,41718.16667,30
90,41718.20833,34
90,41718.25,35
90,41718.29167,43
90,41718.33333,42
90,41718.375,53
90,41718.41667,41
90,41718.45833,22
90,41718.5,24
90,41718.54167,20
90,41718.58333,22
90,41718.625,25
90,41718.66667,27
90,41718.70833,28
90,41718.75,26
90,41718.79167,29
90,41718.83333,33
90,41718.875,28
90,41718.91667,20
90,41718.95833,12
90,41719,15
90,41719.04167,12
90,41719.08333,12
90,41719.125,17
90,41719.16667,14
90,41719.20833,17
90,41719.25,17
90,41719.29167,19
90,41719.33333,28
90,41719.375,29
90,41719.41667,31
90,41719.45833,32
90,41719.5,33
90,41719.54167,27
90,41719.58333,28
90,41719.625,24
90,41719.66667,20
90,41719.70833,16
90,41719.75,16
90,41719.79167,31
90,41719.83333,36
90,41719.875,25
90,41719.91667,21
90,41719.95833,20
90,41720,31
90,41720.04167,40
90,41720.08333,39
90,41720.125,30
90,41720.16667,32
90,41720.20833,25
90,41720.25,35
90,41720.29167,23
90,41720.33333,33
90,41720.375,33
90,41720.41667,35
90,41720.45833,39
90,41720.5,38
90,41720.54167,39
90,41720.58333,44
90,41720.625,46
90,41720.66667,41
90,41720.70833,49
90,41720.75,46
90,41720.79167,44
90,41720.83333,45
90,41720.875,43
90,41720.91667,55
90,41720.95833,69
90,41721,61
90,41721.04167,78
90,41721.08333,84
90,41721.125,90
90,41721.16667,87
90,41721.20833,89
90,41721.25,75
90,41721.29167,60
90,41721.33333,69
90,41721.375,61
90,41721.41667,53
90,41721.45833,75
90,41721.5,59
90,41721.54167,75
90,41721.58333,64
90,41721.625,75
90,41721.66667,81
90,41721.70833,87
90,41721.75,85
90,41721.79167,95
90,41721.83333,88
90,41721.875,97
90,41721.91667,93
90,41721.95833,84
90,41722,80
90,41722.04167,76
90,41722.08333,90
90,41722.125,71
90,41722.16667,47
90,41722.20833,36
90,41722.25,32
90,41722.29167,35
90,41722.33333,35
90,41722.375,44
90,41722.41667,60
90,41722.45833,63
90,41722.5,52
90,41722.54167,48
90,41722.58333,63
90,41722.625,50
90,41722.66667,56
90,41722.70833,45
90,41722.75,36
90,41722.79167,24
90,41722.83333,18
90,41722.875,31
90,41722.91667,11
90,41722.95833,9
90,41723,25
90,41723.04167,26
90,41723.08333,31
90,41723.125,29
90,41723.16667,27
90,41723.20833,24
90,41723.25,22
90,41723.29167,24
90,41723.33333,19
90,41723.375,21
90,41723.41667,24
90,41723.45833,33
90,41723.5,26
90,41723.54167,28
90,41723.58333,30
90,41723.625,31
90,41723.66667,38
90,41723.70833,37
90,41723.75,37
90,41723.79167,35
90,41723.83333,32
90,41723.875,27
90,41723.91667,34
90,41723.95833,22
90,41724,30
90,41724.04167,27
90,41724.08333,32
90,41724.125,31
90,41724.16667,30
90,41724.20833,33
90,41724.25,29
90,41724.29167,38
90,41724.33333,61
90,41724.375,88
90,41724.41667,58
90,41724.45833,48
90,41724.5,50
90,41724.54167,44
90,41724.58333,43
90,41724.625,43
90,41724.66667,67
90,41724.70833,87
90,41724.75,92
90,41724.79167,105
90,41724.83333,107
90,41724.875,109
90,41724.91667,87
90,41724.95833,62
90,41725,44
90,41725.04167,71
90,41725.08333,65
90,41725.125,65
90,41725.16667,68
90,41725.20833,65
90,41725.25,69
90,41725.29167,66
90,41725.33333,65
90,41725.375,59
90,41725.41667,75
90,41725.45833,92
90,41725.5,84
90,41725.54167,79
90,41725.58333,74
90,41725.625,72
90,41725.66667,64
90,41725.70833,57
90,41725.75,56
90,41725.79167,47
90,41725.83333,60
90,41725.875,63
90,41725.91667,54
90,41725.95833,53
90,41726,59
90,41726.04167,87
90,41726.08333,114
90,41726.125,118
90,41726.16667,144
90,41726.20833,132
90,41726.25,129
90,41726.29167,129
90,41726.33333,123
90,41726.375,138
90,41726.41667,133
90,41726.45833,127
90,41726.5,119
90,41726.54167,126
90,41726.58333,90
90,41726.625,73
90,41726.66667,78
90,41726.70833,86
90,41726.75,102
90,41726.79167,97
90,41726.83333,75
90,41726.875,75
90,41726.91667,77
90,41726.95833,81
90,41727,71
90,41727.04167,59
90,41727.08333,69
90,41727.125,65
90,41727.16667,63
90,41727.20833,56
90,41727.25,65
90,41727.29167,63
90,41727.33333,64
90,41727.375,53
90,41727.41667,69
90,41727.45833,65
90,41727.5,67
90,41727.54167,75
90,41727.58333,77
90,41727.625,67
90,41727.66667,57
90,41727.70833,66
90,41727.75,51
90,41727.79167,56
90,41727.83333,45
90,41727.875,42
90,41727.91667,43
90,41727.95833,38
90,41728,35
90,41728.04167,13
90,41728.08333,18
90,41728.125,27
90,41728.16667,46
90,41728.20833,53
90,41728.25,39
90,41728.29167,28
90,41728.33333,31
90,41728.375,27
90,41728.41667,27
90,41728.45833,32
90,41728.5,52
90,41728.54167,49
90,41728.58333,59
90,41728.625,64
90,41728.66667,61
90,41728.70833,64
90,41728.75,46
90,41728.79167,39
90,41728.83333,50
90,41728.875,29
90,41728.91667,34
90,41728.95833,24
90,41729,30
90,41729.04167,20
90,41729.08333,26
90,41729.125,28
90,41729.16667,25
90,41729.20833,27
90,41729.25,23
90,41729.29167,26
90,41729.33333,30
90,41729.375,38
90,41729.41667,53
90,41729.45833,39
90,41729.5,53
90,41729.54167,48
90,41729.58333,54
90,41729.625,61
90,41729.66667,59
90,41729.70833,49
90,41729.75,40
90,41729.79167,42
90,41729.83333,45
90,41729.875,46
90,41729.91667,49
90,41729.95833,49
90,41730,45
90,41730.04167,49
90,41730.08333,51
90,41730.125,56
90,41730.16667,59
90,41730.20833,65
90,41730.25,73
90,41730.29167,59
90,41730.33333,59
90,41730.375,57
90,41730.41667,82
90,41730.45833,68
90,41730.5,66
90,41730.54167,58
90,41730.58333,54
90,41730.625,50
90,41730.66667,49
90,41730.70833,29
90,41730.75,31
90,41730.79167,32
90,41730.83333,39
90,41730.875,11
90,41730.91667,17
90,41730.95833,15
90,41731,28
90,41731.04167,30
90,41731.08333,47
90,41731.125,43
90,41731.16667,42
90,41731.20833,50
90,41731.25,54
90,41731.29167,52
90,41731.33333,59
90,41731.375,65
90,41731.41667,46
90,41731.45833,48
90,41731.5,54
90,41731.54167,64
90,41731.58333,49
90,41731.625,54
90,41731.66667,67
90,41731.70833,62
90,41731.75,61
90,41731.79167,62
90,41731.83333,51
90,41731.875,47
90,41731.91667,41
90,41731.95833,56
90,41732,55
90,41732.04167,32
90,41732.08333,30
90,41732.125,34
90,41732.16667,42
90,41732.20833,37
90,41732.25,47
90,41732.29167,42
90,41732.33333,40
90,41732.375,44
90,41732.41667,38
90,41732.45833,26
90,41732.5,25
90,41732.54167,22
90,41732.58333,19
90,41732.625,14
90,41732.66667,16
90,41732.70833,17
90,41732.75,23
90,41732.79167,36
90,41732.83333,24
90,41732.875,30
90,41732.91667,23
90,41732.95833,37
90,41733,35
90,41733.04167,49
90,41733.08333,50
90,41733.125,23
90,41733.16667,10
90,41733.20833,18
90,41733.25,26
90,41733.29167,25
90,41733.33333,15
90,41733.375,13
90,41733.41667,12
90,41733.45833,43
90,41733.5,55
90,41733.54167,40
90,41733.58333,47
90,41733.625,51
90,41733.66667,40
90,41733.70833,30
90,41733.75,17
90,41733.79167,17
90,41733.83333,22
90,41733.875,19
90,41733.91667,21
90,41733.95833,13
90,41734,17
90,41734.04167,13
90,41734.08333,16
90,41734.125,11
90,41734.16667,11
90,41734.20833,17
90,41734.25,15
90,41734.29167,19
90,41734.33333,24
90,41734.375,43
90,41734.41667,45
90,41734.45833,49
90,41734.5,46
90,41734.54167,44
90,41734.58333,37
90,41734.625,23
90,41734.66667,13
90,41734.70833,6
90,41734.75,15
90,41734.79167,16
90,41734.83333,28
90,41734.875,25
90,41734.91667,18
90,41734.95833,21
90,41735,25
90,41735.04167,16
90,41735.08333,20
90,41735.125,26
90,41735.16667,18
90,41735.20833,30
90,41735.25,21
90,41735.29167,21
90,41735.33333,16
90,41735.375,22
90,41735.41667,16
90,41735.45833,22
90,41735.5,20
90,41735.54167,19
90,41735.58333,21
90,41735.625,26
90,41735.66667,29
90,41735.70833,25
90,41735.75,33
90,41735.79167,38
90,41735.83333,35
90,41735.875,29
90,41735.91667,39
90,41735.95833,32
90,41736,36
90,41736.04167,42
90,41736.08333,43
90,41736.125,44
90,41736.16667,40
90,41736.20833,48
90,41736.25,56
90,41736.29167,84
90,41736.33333,95
90,41736.375,90
90,41736.41667,102
90,41736.45833,130
90,41736.5,132
90,41736.54167,126
90,41736.58333,108
90,41736.625,94
90,41736.66667,79
90,41736.70833,104
90,41736.75,111
90,41736.79167,121
90,41736.83333,120
90,41736.875,109
90,41736.91667,108
90,41736.95833,98
90,41737,80
90,41737.04167,68
90,41737.08333,83
90,41737.125,88
90,41737.16667,96
90,41737.20833,86
90,41737.25,99
90,41737.29167,95
90,41737.33333,95
90,41737.375,103
90,41737.41667,88
90,41737.45833,79
90,41737.5,57
90,41737.54167,51
90,41737.58333,56
90,41737.625,58
90,41737.66667,57
90,41737.70833,84
90,41737.75,106
90,41738.375,61
90,41738.41667,53
90,41738.45833,54
90,41738.5,57
90,41738.54167,61
90,41738.58333,59
90,41738.625,59
90,41738.66667,61
90,41738.70833,61
90,41738.75,62
90,41738.79167,61
90,41738.83333,57
90,41738.875,51
90,41738.91667,42
90,41738.95833,55
90,41739,53
90,41739.04167,51
90,41739.08333,56
90,41739.125,52
90,41739.16667,69
90,41739.20833,61
90,41739.25,54
90,41739.29167,41
90,41739.33333,30
90,41739.375,31
90,41739.41667,28
90,41739.45833,26
90,41739.5,30
90,41739.54167,27
90,41739.58333,34
90,41739.625,25
90,41739.66667,34
90,41739.70833,32
90,41739.75,34
90,41739.79167,39
90,41739.83333,29
90,41739.875,27
90,41739.91667,27
90,41739.95833,33
90,41740,33
90,41740.04167,28
90,41740.08333,24
90,41740.125,25
90,41740.16667,25
90,41740.20833,24
90,41740.25,32
90,41740.29167,34
90,41740.33333,50
90,41740.375,41
90,41740.41667,36
90,41740.45833,40
90,41740.5,29
90,41740.54167,33
90,41740.58333,36
90,41740.625,31
90,41740.66667,31
90,41740.70833,25
90,41740.75,30
90,41740.79167,29
90,41740.83333,24
90,41740.875,29
90,41740.91667,25
90,41740.95833,34
90,41741,26
90,41741.04167,33
90,41741.08333,29
90,41741.125,31
90,41741.16667,32
90,41741.20833,30
90,41741.25,34
90,41741.29167,40
90,41741.33333,28
90,41741.375,36
90,41741.41667,34
90,41741.45833,36
90,41741.5,33
90,41741.54167,34
90,41741.58333,39
90,41741.625,40
90,41741.66667,29
90,41741.70833,24
90,41741.75,25
90,41741.79167,30
90,41741.83333,29
90,41741.875,32
90,41741.91667,28
90,41741.95833,43
90,41742,36
90,41742.04167,46
90,41742.08333,40
90,41742.125,38
90,41742.16667,38
90,41742.20833,38
90,41742.25,35
90,41742.29167,32
90,41742.33333,39
90,41742.375,38
90,41742.41667,46
90,41742.45833,35
90,41742.5,40
90,41742.54167,41
90,41742.58333,45
90,41742.625,39
90,41742.66667,36
90,41742.70833,26
90,41742.75,40
90,41742.79167,32
90,41742.83333,32
90,41742.875,26
90,41742.91667,34
90,41742.95833,23
90,41743,30
90,41743.04167,22
90,41743.08333,37
90,41743.125,30
90,41743.16667,28
90,41743.20833,30
90,41743.25,24
90,41743.29167,23
90,41743.33333,27
90,41743.375,36
90,41743.41667,34
90,41743.45833,35
90,41743.5,37
90,41743.54167,34
90,41743.58333,26
90,41743.625,21
90,41743.66667,31
90,41743.70833,39
90,41743.75,39
90,41743.79167,46
90,41743.83333,50
90,41743.875,48
90,41743.91667,64
90,41743.95833,66
90,41744,63
90,41744.04167,59
90,41744.08333,62
90,41744.125,54
90,41744.16667,48
90,41744.20833,47
90,41744.25,56
90,41744.29167,56
90,41744.33333,64
90,41744.375,118
90,41744.41667,143
90,41744.45833,154
90,41744.5,148
90,41744.54167,134
90,41744.58333,121
90,41744.625,131
90,41744.66667,134
90,41744.70833,144
90,41744.75,135
90,41744.79167,144
90,41744.83333,151
90,41744.875,123
90,41744.91667,116
90,41744.95833,112
90,41745,117
90,41745.04167,111
90,41745.08333,107
90,41745.125,109
90,41745.16667,110
90,41745.20833,110
90,41745.25,84
90,41745.29167,91
90,41745.33333,102
90,41745.375,110
90,41745.41667,98
90,41745.45833,79
90,41745.5,72
90,41745.54167,44
90,41745.58333,44
90,41745.625,42
90,41745.66667,49
90,41745.70833,52
90,41745.75,60
90,41745.79167,61
90,41745.83333,67
90,41745.875,68
90,41745.91667,57
90,41745.95833,61
90,41746,67
90,41746.04167,68
90,41746.08333,65
90,41746.125,51
90,41746.16667,52
90,41746.20833,52
90,41746.25,46
90,41746.29167,52
90,41746.33333,51
90,41746.375,61
90,41746.41667,56
90,41746.45833,55
90,41746.5,63
90,41746.54167,45
90,41746.58333,56
90,41746.625,63
90,41746.66667,66
90,41746.70833,56
90,41746.75,49
90,41746.79167,54
90,41746.83333,55
90,41746.875,52
90,41746.91667,58
90,41746.95833,51
90,41747,54
90,41747.04167,48
90,41747.08333,56
90,41747.125,58
90,41747.16667,59
90,41747.20833,56
90,41747.25,59
90,41747.29167,55
90,41747.33333,56
90,41747.375,54
90,41747.41667,63
90,41747.45833,63
90,41747.5,53
90,41747.54167,44
90,41747.58333,51
90,41747.625,49
90,41747.66667,43
90,41747.70833,52
90,41747.75,46
90,41747.79167,39
90,41747.83333,28
90,41747.875,23
90,41747.91667,28
90,41747.95833,25
90,41748,32
90,41748.04167,25
90,41748.08333,19
90,41748.125,25
90,41748.16667,27
90,41748.20833,21
90,41748.25,21
90,41748.29167,22
90,41748.33333,28
90,41748.375,26
90,41748.41667,30
90,41748.45833,29
90,41748.5,37
90,41748.54167,35
90,41748.58333,30
90,41748.625,20
90,41748.66667,35
90,41748.70833,36
90,41748.75,31
90,41748.79167,37
90,41748.83333,32
90,41748.875,29
90,41748.91667,36
90,41748.95833,36
90,41749,35
90,41749.04167,34
90,41749.08333,37
90,41749.125,32
90,41749.16667,32
90,41749.20833,35
90,41749.25,28
90,41749.29167,35
90,41749.33333,36
90,41749.375,35
90,41749.41667,35
90,41749.45833,53
90,41749.5,75
90,41749.54167,43
90,41749.58333,54
90,41749.625,36
90,41749.66667,44
90,41749.70833,43
90,41749.75,39
90,41749.79167,26
90,41749.83333,26
90,41749.875,27
90,41749.91667,30
90,41749.95833,29
90,41750,29
90,41750.04167,19
90,41750.08333,35
90,41750.125,38
90,41750.16667,61
90,41750.20833,66
90,41750.25,63
90,41750.29167,66
90,41750.33333,70
90,41750.375,69
90,41750.41667,57
90,41750.45833,56
90,41750.5,67
90,41750.54167,65
90,41750.58333,62
90,41750.625,56
90,41750.66667,45
90,41750.70833,66
90,41750.75,73
90,41750.79167,59
90,41750.83333,47
90,41750.875,45
90,41750.91667,45
90,41750.95833,27
90,41751,29
90,41751.04167,37
90,41751.08333,45
90,41751.125,47
90,41751.16667,51
90,41751.20833,54
90,41751.25,57
90,41751.29167,59
90,41751.33333,55
90,41751.375,54
90,41751.41667,61
90,41751.45833,58
90,41751.5,56
90,41751.54167,46
90,41751.58333,50
90,41751.625,43
90,41751.66667,46
90,41751.70833,49
90,41751.75,42
90,41751.79167,40
90,41751.83333,40
90,41751.875,28
90,41751.91667,21
90,41751.95833,19
90,41752,19
90,41752.04167,37
90,41752.08333,45
90,41752.125,61
90,41752.16667,63
90,41752.20833,70
90,41752.25,67
90,41752.29167,67
90,41752.33333,61
90,41752.375,64
90,41752.41667,75
90,41752.45833,71
90,41752.5,71
90,41752.54167,77
90,41752.58333,66
90,41752.625,70
90,41752.66667,74
90,41752.70833,75
90,41752.75,75
90,41752.79167,77
90,41752.83333,71
90,41752.875,52
90,41752.91667,51
90,41752.95833,30
90,41753,31
90,41753.04167,34
90,41753.08333,50
90,41753.125,47
90,41753.16667,47
90,41753.20833,59
90,41753.25,58
90,41753.29167,70
90,41753.33333,74
90,41753.375,93
90,41753.41667,103
90,41753.45833,88
90,41753.5,101
90,41753.54167,97
90,41753.58333,95
90,41754,60
90,41754.04167,63.5
90,41754.08333,94.9
90,41754.125,110.5
90,41754.16667,77.7
90,41754.20833,73.8
90,41754.25,69.6
90,41754.29167,83.7
90,41754.33333,82.8
90,41754.375,89.3
90,41754.41667,92.9
90,41754.45833,97
90,41754.5,91.4
90,41754.54167,73.9
90,41754.58333,78.5
90,41756.04167,59
90,41756.08333,43
90,41756.125,40
90,41756.16667,23
90,41756.20833,30
90,41756.25,27
90,41756.33333,27
90,41756.375,23
90,41756.41667,21
90,41756.45833,17
90,41756.5,22
90,41756.54167,20
90,41756.58333,20
90,41756.625,16
90,41756.66667,21
90,41756.70833,31
90,41756.75,45
90,41756.79167,74
90,41756.83333,89
90,41756.875,89
90,41756.91667,94
90,41756.95833,84
90,41757,75
90,41757.04167,56
90,41757.08333,44
90,41757.125,20
90,41757.16667,13
90,41757.20833,15
90,41757.25,21
90,41757.29167,23
90,41757.33333,20
90,41757.375,21
90,41757.41667,20
90,41757.45833,17
90,41757.5,22
90,41757.54167,18
90,41757.58333,29
90,41757.625,25
90,41757.66667,24
90,41757.70833,18
90,41757.75,23
90,41757.79167,18
90,41757.83333,19
90,41757.875,21
90,41757.91667,23
90,41757.95833,17
90,41758,21
90,41758.04167,17
90,41758.08333,21
90,41758.125,25
90,41758.16667,23
90,41758.20833,31
90,41758.25,27
90,41758.29167,32
90,41758.33333,30
90,41758.375,25
90,41758.41667,29
90,41758.45833,31
90,41758.5,33
90,41758.54167,44
90,41758.58333,54
90,41758.625,55
90,41758.66667,38
90,41758.70833,32
90,41758.75,20
90,41758.79167,14
90,41758.83333,22
90,41758.875,14
90,41758.91667,17
90,41758.95833,15
90,41759,21
90,41759.04167,32
90,41759.08333,25
90,41759.125,22
90,41759.16667,18
90,41759.20833,26
90,41759.25,24
90,41759.29167,27
90,41759.33333,34
90,41759.375,35
90,41759.41667,21
90,41759.45833,35
90,41759.5,73
90,41759.54167,79
90,41759.58333,86
90,41759.625,102
90,41759.66667,87
90,41759.70833,98
90,41759.75,107
90,41759.79167,104
90,41759.83333,115
90,41759.875,65
90,41759.91667,46
90,41759.95833,42
90,41760,40
90,41760.04167,27
90,41760.08333,34
90,41760.125,29
90,41760.16667,24
90,41760.20833,26
90,41760.25,22
90,41760.29167,25
90,41760.33333,32
90,41760.375,46
90,41760.41667,56
90,41760.45833,68
90,41760.5,59
90,41760.54167,55
90,41760.58333,52
90,41760.625,48
90,41760.66667,50
90,41760.70833,48
90,41760.75,57
90,41760.79167,67
90,41760.83333,70
90,41760.875,100
90,41760.91667,83
90,41760.95833,78
90,41761,69
90,41761.04167,69
90,41761.08333,75
90,41761.125,69
90,41761.16667,82
90,41761.20833,77
90,41761.25,69
90,41761.29167,71
90,41761.33333,73
90,41761.375,85
90,41761.41667,83
90,41761.45833,86
90,41761.5,53
90,41761.54167,52
90,41761.58333,34
90,41761.625,29
90,41761.66667,64
90,41761.70833,91
90,41761.75,103
90,41761.79167,105
90,41761.83333,85
90,41761.875,103
90,41761.91667,160
90,41761.95833,98
90,41762,129
90,41762.04167,126
90,41762.08333,95
90,41762.125,66
90,41762.16667,42
90,41762.20833,32
90,41762.25,20
90,41762.29167,7
90,41762.33333,14
90,41762.375,16
90,41762.41667,20
90,41762.45833,23
90,41762.5,28
90,41762.54167,22
90,41762.58333,27
90,41762.625,40
90,41762.66667,39
90,41762.70833,40
90,41762.75,42
90,41762.79167,33
90,41762.83333,32
90,41762.875,23
90,41762.91667,16
90,41762.95833,26
90,41763,29
90,41763.04167,36
90,41763.08333,26
90,41763.125,32
90,41763.16667,25
90,41763.20833,27
90,41763.25,34
90,41763.29167,28
90,41763.33333,34
90,41763.375,28
90,41763.41667,31
90,41763.45833,46
90,41763.5,38
90,41763.54167,33
90,41763.58333,32
90,41763.625,38
90,41763.66667,33
90,41763.70833,31
90,41763.75,41
90,41763.79167,51
90,41763.83333,36
90,41763.875,31
90,41763.91667,14
90,41763.95833,20
90,41764,21
90,41764.04167,18
