지점,일시,1시간평균 미세먼지농도(㎍/㎥)
90,41764.08333,33
90,41764.125,87
90,41764.16667,101
90,41764.20833,59
90,41764.25,49
90,41764.29167,34
90,41764.33333,26
90,41764.375,24
90,41764.41667,30
90,41764.45833,41
90,41764.5,40
90,41764.54167,36
90,41764.58333,27
90,41764.625,36
90,41764.66667,37
90,41764.70833,38
90,41764.75,40
90,41764.79167,31
90,41764.83333,37
90,41764.875,28
90,41764.91667,27
90,41764.95833,29
90,41765,28
90,41765.04167,40
90,41765.08333,25
90,41765.125,26
90,41765.16667,23
90,41765.20833,31
90,41765.25,21
90,41765.29167,23
90,41765.33333,29
90,41765.375,37
90,41765.41667,43
90,41765.45833,43
90,41765.5,43
90,41765.54167,42
90,41765.58333,40
90,41765.625,43
90,41765.66667,45
90,41765.70833,50
90,41765.75,52
90,41765.79167,50
90,41765.83333,42
90,41765.875,31
90,41765.91667,26
90,41765.95833,25
90,41766,17
90,41766.04167,33
90,41766.08333,17
90,41766.125,20
90,41766.16667,20
90,41766.20833,31
90,41766.25,48
90,41766.29167,53
90,41766.33333,39
90,41766.375,54
90,41766.41667,69
90,41766.45833,57
90,41766.5,62
90,41766.54167,57
90,41766.58333,54
90,41766.625,53
90,41766.66667,46
90,41766.70833,58
90,41766.75,52
90,41766.79167,56
90,41766.83333,47
90,41766.875,38
90,41766.91667,37
90,41766.95833,41
90,41767,33
90,41767.04167,26
90,41767.08333,33
90,41767.125,48
90,41767.16667,39
90,41767.20833,22
90,41767.25,33
90,41767.29167,30
90,41767.33333,31
90,41767.375,28
90,41767.41667,24
90,41768.375,19
90,41768.41667,
90,41768.45833,
90,41768.5,1
90,41768.54167,18
90,41768.58333,6
90,41768.625,12
90,41768.66667,18
90,41768.70833,40
90,41768.75,29
90,41768.79167,23
90,41768.83333,15
90,41768.875,17
90,41768.91667,8
90,41768.95833,12
90,41769,4
90,41769.04167,6
90,41769.08333,5
90,41769.125,3
90,41769.16667,11
90,41769.20833,22
90,41769.25,11
90,41769.29167,10
90,41769.33333,14
90,41769.375,26
90,41769.41667,24
90,41769.45833,31
90,41769.5,28
90,41769.54167,31
90,41769.58333,38
90,41769.625,38
90,41769.66667,32
90,41769.70833,38
90,41769.75,38
90,41769.79167,38
90,41769.83333,39
90,41769.875,34
90,41769.91667,29
90,41769.95833,25
90,41770,23
90,41770.04167,41
90,41770.08333,21
90,41770.125,21
90,41770.16667,18
90,41770.20833,21
90,41770.25,17
90,41770.29167,17
90,41770.33333,17
90,41770.375,38
90,41770.41667,39
90,41770.45833,38
90,41770.5,47
90,41770.54167,42
90,41770.58333,42
90,41770.625,46
90,41770.66667,43
90,41770.70833,27
90,41770.75,36
90,41770.79167,36
90,41770.83333,40
90,41770.875,38
90,41770.91667,24
90,41770.95833,27
90,41771,28
90,41771.04167,20
90,41771.08333,25
90,41771.125,15
90,41771.16667,22
90,41771.20833,18
90,41771.25,20
90,41771.29167,21
90,41771.33333,6
90,41771.375,5
90,41771.41667,12
90,41771.45833,21
90,41771.5,37
90,41771.54167,34
90,41771.58333,31
90,41771.625,41
90,41771.66667,42
90,41771.70833,33
90,41771.75,29
90,41771.79167,31
90,41771.83333,44
90,41771.875,47
90,41771.91667,46
90,41771.95833,40
90,41772,37
90,41772.04167,52
90,41772.08333,33
90,41772.125,33
90,41772.16667,29
90,41772.20833,32
90,41772.25,32
90,41772.29167,24
90,41772.33333,35
90,41772.375,47
90,41772.41667,46
90,41772.45833,52
90,41772.5,56
90,41772.54167,58
90,41772.58333,64
90,41772.625,61
90,41772.66667,56
90,41772.70833,61
90,41772.75,57
90,41772.79167,60
90,41772.83333,56
90,41772.875,60
90,41772.91667,61
90,41772.95833,68
90,41773,68
90,41773.04167,85
90,41773.08333,79
90,41773.125,79
90,41773.16667,81
90,41773.20833,82
90,41773.25,90
90,41773.29167,82
90,41773.33333,71
90,41773.375,71
90,41773.41667,65
90,41773.45833,54
90,41773.5,56
90,41773.54167,52
90,41773.58333,72
90,41773.625,66
90,41773.66667,69
90,41773.70833,69
90,41773.75,61
90,41773.79167,67
90,41773.83333,68
90,41773.875,62
90,41773.91667,57
90,41773.95833,62
90,41774,46
90,41774.04167,40
90,41774.08333,45
90,41774.125,50
90,41774.16667,53
90,41774.20833,53
90,41774.25,60
90,41774.29167,44
90,41774.33333,41
90,41774.375,33
90,41774.41667,28
90,41774.45833,34
90,41774.5,40
90,41774.54167,33
90,41774.58333,34
90,41774.625,33
90,41774.66667,28
90,41774.70833,36
90,41774.75,33
90,41774.79167,31
90,41774.83333,30
90,41774.875,35
90,41774.91667,36
90,41774.95833,31
90,41775,28
90,41775.04167,26
90,41775.08333,29
90,41775.125,31
90,41775.16667,33
90,41775.20833,36
90,41775.25,38
90,41775.29167,38
90,41775.33333,44
90,41775.375,41
90,41775.41667,40
90,41775.45833,31
90,41775.5,27
90,41775.54167,41
90,41775.58333,66
90,41775.625,40
90,41775.66667,29
90,41775.70833,44
90,41775.75,58
90,41775.79167,49
90,41775.83333,63
90,41775.875,44
90,41775.91667,78
90,41775.95833,60
90,41776,75
90,41776.04167,55
90,41776.08333,23
90,41776.125,25
90,41776.16667,46
90,41776.20833,27
90,41776.25,26
90,41776.29167,21
90,41776.33333,41
90,41776.375,76
90,41776.41667,44
90,41776.45833,40
90,41776.5,40
90,41776.54167,38
90,41776.58333,31
90,41776.625,28
90,41776.66667,25
90,41776.70833,24
90,41776.75,30
90,41776.79167,67
90,41776.83333,96
90,41776.875,85
90,41776.91667,54
90,41776.95833,50
90,41777,20
90,41777.04167,24
90,41777.08333,42
90,41777.125,40
90,41777.16667,30
90,41777.20833,37
90,41777.25,19
90,41777.29167,26
90,41777.33333,35
90,41777.375,42
90,41777.41667,30
90,41777.45833,32
90,41777.5,29
90,41777.54167,34
90,41777.58333,33
90,41777.625,31
90,41777.66667,30
90,41777.70833,35
90,41777.75,36
90,41777.79167,37
90,41777.83333,44
90,41777.875,31
90,41777.91667,33
90,41777.95833,34
90,41778,28
90,41778.04167,41
90,41778.08333,35
90,41778.125,42
90,41778.16667,34
90,41778.20833,39
90,41778.25,35
90,41778.29167,34
90,41778.33333,43
90,41778.375,30
90,41778.41667,31
90,41778.45833,28
90,41778.5,31
90,41778.54167,31
90,41778.58333,36
90,41778.625,29
90,41778.66667,37
90,41778.70833,44
90,41778.75,36
90,41778.79167,23
90,41778.83333,17
90,41778.875,27
90,41778.91667,35
90,41778.95833,35
90,41779,32
90,41779.04167,23
90,41779.08333,39
90,41779.125,39
90,41779.16667,40
90,41779.20833,39
90,41779.25,42
90,41779.29167,48
90,41779.33333,48
90,41779.375,47
90,41779.41667,23
90,41779.45833,27
90,41779.5,27
90,41779.54167,20
90,41779.58333,26
90,41779.625,25
90,41779.66667,34
90,41779.70833,36
90,41779.75,37
90,41779.79167,28
90,41779.83333,27
90,41779.875,26
90,41779.91667,25
90,41779.95833,33
90,41780,41
90,41780.04167,44
90,41780.08333,45
90,41780.125,46
90,41780.16667,42
90,41780.20833,49
90,41780.25,54
90,41780.29167,61
90,41780.33333,51
90,41780.375,56
90,41780.41667,59
90,41780.45833,61
90,41780.5,59
90,41780.54167,60
90,41780.58333,50
90,41780.625,35
90,41780.66667,42
90,41780.70833,37
90,41780.75,44
90,41780.79167,37
90,41780.83333,34
90,41780.875,29
90,41780.91667,29
90,41780.95833,26
90,41781,22
90,41781.04167,30
90,41781.08333,30
90,41781.125,25
90,41781.16667,31
90,41781.20833,25
90,41781.25,19
90,41781.29167,21
90,41781.33333,13
90,41781.375,21
90,41781.41667,23
90,41781.45833,30
90,41781.5,28
90,41781.54167,23
90,41781.58333,20
90,41781.625,15.7
90,41781.66667,12
90,41781.70833,15
90,41781.75,17
90,41781.79167,16
90,41781.83333,14
90,41781.875,10
90,41781.91667,13
90,41781.95833,8
90,41782,11
90,41782.04167,12
90,41782.08333,17
90,41782.125,9
90,41782.16667,8
90,41782.20833,15
90,41782.25,11
90,41782.29167,16
90,41782.33333,9
90,41782.375,14
90,41782.41667,15
90,41782.45833,21
90,41782.5,17
90,41782.54167,19
90,41782.58333,19
90,41782.625,16
90,41782.66667,20
90,41782.70833,18
90,41782.75,28
90,41782.79167,34
90,41782.83333,22
90,41782.875,24
90,41782.91667,36
90,41782.95833,44
90,41783,40
90,41783.04167,48
90,41783.08333,23
90,41783.125,20
90,41783.16667,18
90,41783.20833,14
90,41783.25,18
90,41783.29167,21
90,41783.33333,26
90,41783.375,36
90,41783.41667,56
90,41783.45833,62
90,41783.5,84
90,41783.54167,113
90,41783.58333,130
90,41783.625,130
90,41783.66667,130
90,41783.70833,127
90,41783.75,131
90,41783.79167,145
90,41783.83333,113
90,41783.875,74
90,41783.91667,96
90,41783.95833,106
90,41784,114
90,41784.04167,137
90,41784.08333,137
90,41784.125,135
90,41784.16667,61
90,41784.20833,46
90,41784.25,51
90,41784.29167,58
90,41784.33333,58
90,41784.375,53
90,41784.41667,57
90,41784.45833,50
90,41784.5,47
90,41784.54167,37
90,41784.58333,38
90,41784.625,30
90,41784.66667,48
90,41784.70833,72
90,41784.75,93
90,41784.79167,86
90,41784.83333,82
90,41784.875,79
90,41784.91667,75
90,41784.95833,84
90,41785,71
90,41785.04167,77
90,41785.08333,62
90,41785.125,52
90,41785.16667,46
90,41785.20833,53
90,41785.25,43
90,41785.29167,49
90,41785.33333,87
90,41785.375,126
90,41785.41667,168
90,41785.45833,231
90,41785.5,205
90,41785.54167,159
90,41785.58333,105
90,41785.625,64
90,41785.66667,61
90,41785.70833,60
90,41785.75,62
90,41785.79167,56
90,41785.83333,50
90,41785.875,43
90,41785.91667,47
90,41785.95833,50
90,41786,55
90,41786.04167,61
90,41786.08333,65
90,41786.125,66
90,41786.16667,84
90,41786.20833,101
90,41786.25,96
90,41786.29167,93
90,41786.33333,101
90,41786.375,89
90,41786.41667,96
90,41786.45833,92
90,41786.5,88
90,41786.54167,91
90,41786.58333,96
90,41786.625,112
90,41786.66667,106
90,41786.70833,106
90,41786.75,117
90,41786.79167,128
90,41786.83333,132
90,41786.875,140
90,41786.91667,132
90,41786.95833,178
90,41787,114
90,41787.04167,131
90,41787.08333,149
90,41787.125,153
90,41787.16667,149
90,41787.20833,142
90,41787.25,44
90,41787.29167,35
90,41787.33333,41
90,41787.375,48
90,41787.41667,49
90,41787.45833,48
90,41787.5,55
90,41787.54167,55
90,41787.58333,57
90,41787.625,52
90,41787.66667,51
90,41787.70833,60
90,41787.75,49
90,41787.79167,53
90,41787.83333,50
90,41787.875,46
90,41787.91667,48
90,41787.95833,58
90,41788,91
90,41788.04167,135
90,41788.08333,141
90,41788.125,89
90,41788.16667,97
90,41788.20833,67
90,41788.25,67
90,41788.29167,77
90,41788.33333,77
90,41788.375,91
90,41788.41667,108
90,41788.45833,106
90,41788.5,101
90,41788.54167,97
90,41788.58333,88
90,41788.625,105
90,41788.66667,100
90,41788.70833,118
90,41788.75,140
90,41788.79167,107
90,41788.83333,74
90,41788.875,63
90,41788.91667,54
90,41788.95833,56
90,41789,40
90,41789.04167,39
90,41789.08333,34
90,41789.125,32
90,41789.16667,49
90,41789.20833,43
90,41789.25,30
90,41789.29167,33
90,41789.33333,49
90,41789.375,68
90,41789.41667,82
90,41789.45833,83
90,41789.5,68
90,41789.54167,73
90,41789.58333,72
90,41789.625,67
90,41789.66667,49
90,41789.70833,58
90,41789.75,62
90,41789.79167,62
90,41789.83333,62
90,41789.875,63
90,41789.91667,68
90,41789.95833,61
90,41790,56
90,41790.04167,60
90,41790.08333,51
90,41790.125,52
90,41790.16667,53
90,41790.20833,48
90,41790.25,55
90,41790.29167,51
90,41790.33333,56
90,41790.375,60
90,41790.41667,68
90,41790.45833,64
90,41790.5,70
90,41790.54167,66
90,41790.58333,66
90,41790.625,68
90,41790.66667,64
90,41790.70833,73
90,41790.75,73
90,41790.79167,72
90,41790.83333,71
90,41790.875,72
90,41790.91667,71
90,41790.95833,65
90,41791,69
90,41791.04167,81
90,41791.08333,98
90,41791.125,98
90,41791.16667,110
90,41791.20833,110
90,41791.25,111
90,41791.29167,117
90,41791.33333,128
90,41791.375,139
90,41791.41667,135
90,41791.45833,139
90,41791.5,146
90,41791.54167,145
90,41791.58333,137
90,41791.625,139
90,41791.66667,126
90,41791.70833,111
90,41791.75,130
90,41791.79167,120
90,41791.83333,125
90,41791.875,129
90,41791.91667,117
90,41791.95833,118
90,41792,115
90,41792.04167,113
90,41792.08333,132
90,41792.125,122
90,41792.16667,92
90,41792.20833,75
90,41792.25,74
90,41792.29167,78
90,41792.33333,87
90,41792.375,84
90,41792.41667,76
90,41792.45833,71
90,41792.5,77
90,41792.54167,73
90,41792.58333,81
90,41792.625,79
90,41792.66667,64
90,41792.70833,62
90,41792.75,55
90,41792.79167,63
90,41792.83333,65
90,41792.875,69
90,41792.91667,61
90,41792.95833,66
90,41793,66
90,41793.04167,68
90,41793.08333,74
90,41793.125,69
90,41793.16667,54
90,41793.20833,43
90,41793.25,41
90,41793.29167,58
90,41793.33333,51
90,41793.375,30
90,41793.41667,28
90,41793.45833,34
90,41793.5,46
90,41793.54167,45
90,41793.58333,41
90,41793.625,37
90,41793.66667,35
90,41793.70833,33
90,41793.75,32
90,41793.79167,44
90,41793.83333,44
90,41793.875,38
90,41793.91667,32
90,41793.95833,38
90,41794,33
90,41794.04167,37
90,41794.08333,40
90,41794.125,40
90,41794.16667,39
90,41794.20833,42
90,41794.25,39
90,41794.29167,36
90,41794.33333,38
90,41794.375,39
90,41794.41667,37
90,41794.45833,48
90,41794.5,50
90,41794.54167,54
90,41794.58333,50
90,41794.625,54
90,41794.66667,49
90,41794.70833,50
90,41794.75,48
90,41794.79167,47
90,41794.83333,45
90,41794.875,42
90,41794.91667,51
90,41794.95833,39
90,41795,39
90,41795.04167,28
90,41795.08333,41
90,41795.125,35
90,41795.16667,38
90,41795.20833,37
90,41795.25,37
90,41795.29167,43
90,41795.33333,42
90,41795.375,35
90,41795.41667,39
90,41795.45833,36
90,41795.5,37
90,41795.54167,45
90,41795.58333,47
90,41795.625,52
90,41795.66667,54
90,41795.70833,55
90,41795.75,57
90,41795.79167,63
90,41795.83333,57
90,41795.875,62
90,41795.91667,58
90,41795.95833,55
90,41796,51
90,41796.04167,61
90,41796.08333,54
90,41796.125,45
90,41796.16667,45
90,41796.20833,53
90,41796.25,50
90,41796.29167,41
90,41796.33333,67
90,41796.375,64
90,41796.41667,61
90,41796.45833,55
90,41796.5,52
90,41796.54167,48
90,41796.58333,46
90,41796.625,45
90,41796.66667,41
90,41796.70833,47
90,41796.75,43
90,41796.79167,42
90,41796.83333,44
90,41796.875,42
90,41796.91667,47
90,41796.95833,40
90,41797,44
90,41797.04167,52
90,41797.08333,57
90,41797.125,48
90,41797.16667,45
90,41797.20833,30
90,41797.25,32
90,41797.29167,31
90,41797.33333,29
90,41797.375,38
90,41797.41667,27
90,41797.45833,37
90,41797.5,36
90,41797.54167,38
90,41797.58333,37
90,41797.625,31
90,41797.66667,30
90,41797.70833,27
90,41797.75,30
90,41797.79167,33
90,41797.83333,30
90,41797.875,30
90,41797.91667,25
90,41797.95833,23
90,41798,20
90,41798.04167,20
90,41798.08333,21
90,41798.125,20
90,41798.16667,20
90,41798.20833,18
90,41798.25,19
90,41798.29167,15
90,41798.33333,10
90,41798.375,10
90,41798.41667,16
90,41798.45833,10
90,41798.5,10
90,41798.54167,12
90,41798.58333,20
90,41798.625,22
90,41798.66667,25
90,41798.70833,35
90,41798.75,29
90,41798.79167,25
90,41798.83333,24
90,41798.875,26
90,41798.91667,19
90,41798.95833,11
90,41799,14
90,41799.04167,7.3
90,41799.08333,19.9
90,41799.125,11.1
90,41799.16667,11.3
90,41799.20833,8.3
90,41799.25,13.2
90,41799.29167,8.2
90,41799.33333,11
90,41799.375,19.6
90,41799.41667,20
90,41799.45833,11.2
90,41799.5,10.7
90,41799.54167,8
90,41799.58333,10.1
90,41799.625,11.5
90,41799.66667,13.6
90,41799.70833,6.9
90,41799.75,9.6
90,41799.79167,2.9
90,41799.83333,12.1
90,41799.875,1.3
90,41799.91667,14.3
90,41799.95833,7.8
90,41800,3.2
90,41800.04167,17
90,41800.08333,10
90,41800.125,6
90,41800.16667,11
90,41800.20833,6
90,41800.25,5
90,41800.29167,4
90,41800.33333,4
90,41800.375,5
90,41800.41667,0
90,41800.45833,8
90,41800.5,12
90,41800.54167,2
90,41800.58333,16
90,41800.625,12
90,41800.66667,10
90,41800.70833,7
90,41800.75,5
90,41800.79167,5
90,41800.83333,5
90,41800.875,5
90,41800.91667,7
90,41800.95833,4
90,41801,5
90,41801.04167,4
90,41801.08333,4
90,41801.125,3
90,41801.16667,5
90,41801.20833,6
90,41801.25,6
90,41801.29167,9
90,41801.33333,1
90,41801.375,6
90,41801.41667,9
90,41801.45833,4
90,41801.5,13
90,41801.54167,4
90,41801.58333,12
90,41801.625,7
90,41801.66667,13
90,41801.70833,4
90,41801.75,7
90,41801.79167,7
90,41801.83333,7
90,41801.875,7
90,41801.91667,6
90,41801.95833,4
90,41802,7
90,41802.04167,13
90,41802.08333,11
90,41802.125,7
90,41802.16667,8
90,41802.20833,9
90,41802.25,7
90,41802.29167,12
90,41802.33333,10
90,41802.375,13
90,41802.41667,11
90,41802.45833,12
90,41802.5,6
90,41802.54167,16
90,41802.58333,11
90,41802.625,4
90,41802.66667,13
90,41802.70833,16
90,41802.75,10
90,41802.79167,7
90,41802.83333,9
90,41802.875,10
90,41802.91667,8
90,41802.95833,12
90,41803,11
90,41803.04167,17
90,41803.08333,7
90,41803.125,10
90,41803.16667,3
90,41803.20833,3
90,41803.25,6
90,41803.29167,2
90,41803.33333,14
90,41803.375,20
90,41803.41667,21
90,41803.45833,19
90,41803.5,17
90,41803.54167,15
90,41803.58333,21
90,41803.625,10
90,41803.66667,4
90,41803.70833,11
90,41803.75,7
90,41803.79167,12
90,41803.83333,16
90,41803.875,11
90,41803.91667,21
90,41803.95833,16
90,41804,9
90,41804.04167,11
90,41804.08333,10
90,41804.125,9
90,41804.16667,7
90,41804.20833,7
90,41804.25,10
90,41804.29167,8
90,41804.33333,14
90,41804.375,30
90,41804.41667,31
90,41804.45833,34
90,41804.5,29
90,41804.54167,26
90,41804.58333,37
90,41804.625,38
90,41804.66667,31
90,41804.70833,35
90,41804.75,39
90,41804.79167,30
90,41804.83333,58
90,41804.875,51
90,41804.91667,33
90,41804.95833,19
90,41805,28
90,41805.04167,20
90,41805.08333,26
90,41805.125,29
90,41805.16667,20
90,41805.20833,25
90,41805.25,20
90,41805.29167,23
90,41805.33333,23
90,41805.375,25
90,41805.41667,29
90,41805.45833,31
90,41805.5,34
90,41805.54167,30
90,41805.58333,35
90,41805.625,32
90,41805.66667,19
90,41805.70833,33
90,41805.75,36
90,41805.79167,34
90,41805.83333,27
90,41805.875,30
90,41805.91667,24
90,41805.95833,26
90,41806,33
90,41806.04167,42
90,41806.08333,33
90,41806.125,34
90,41806.16667,31
90,41806.20833,33
90,41806.25,32
90,41806.29167,25
90,41806.33333,36
90,41806.375,35
90,41806.41667,43
90,41806.45833,44
90,41806.5,49
90,41806.54167,40
90,41806.58333,37
90,41806.625,47
90,41806.66667,34
90,41806.70833,44
90,41806.75,46
90,41806.79167,37
90,41806.83333,29
90,41806.875,24
90,41806.91667,27
90,41806.95833,26
90,41807,25
90,41807.04167,31
90,41807.08333,12
90,41807.125,14
90,41807.16667,26
90,41807.20833,19
90,41807.25,13
90,41807.29167,17
90,41807.33333,16
90,41807.375,23
90,41807.41667,20
90,41807.45833,22
90,41807.5,13
90,41807.54167,22
90,41807.58333,16
90,41807.625,16
90,41807.66667,18
90,41807.70833,18
90,41807.75,26
90,41807.79167,42
90,41807.83333,20
90,41807.875,25
90,41807.91667,22
90,41807.95833,15
90,41808,16
90,41808.04167,9
90,41808.08333,10
90,41808.125,11
90,41808.16667,11
90,41808.20833,14
90,41808.25,5
90,41808.29167,4
90,41808.33333,10
90,41808.375,7
90,41808.41667,8
90,41808.45833,13
90,41808.5,9
90,41808.54167,12
90,41808.58333,11
90,41808.625,15
90,41808.66667,12
90,41808.70833,4
90,41808.75,18
90,41808.79167,10
90,41808.83333,24
90,41808.875,19
90,41808.91667,19
90,41808.95833,27
90,41809,23
90,41809.04167,18
90,41809.08333,22
90,41809.125,20
90,41809.16667,20
90,41809.20833,19
90,41809.25,22
90,41809.29167,24
90,41809.33333,33
90,41809.375,39
90,41809.41667,23
90,41809.45833,14
90,41809.5,5
90,41809.54167,8
90,41809.58333,23
90,41809.625,20
90,41809.66667,21
90,41809.70833,20
90,41809.75,23
90,41809.79167,20
90,41809.83333,16
90,41809.875,10
90,41809.91667,10
90,41809.95833,12
90,41810,9
90,41810.04167,8
90,41810.08333,9
90,41810.125,15
90,41810.16667,8
90,41810.20833,11
90,41810.25,17
90,41810.29167,16
90,41810.33333,17
90,41810.375,4
90,41810.41667,7
90,41810.45833,13
90,41810.5,22
90,41810.54167,10
90,41810.58333,13
90,41810.625,10
90,41810.66667,8
90,41810.70833,7
90,41810.75,6
90,41810.79167,5
90,41810.83333,4
90,41810.875,10
90,41810.91667,7
90,41810.95833,11
90,41811,8
90,41811.04167,16
90,41811.08333,10
90,41811.125,11
90,41811.16667,8
90,41811.20833,3
90,41811.25,4
90,41811.29167,4
90,41811.33333,4
90,41811.375,5
90,41811.41667,3
90,41811.45833,7
90,41811.5,5
90,41811.54167,11
90,41811.58333,8
90,41811.625,4
90,41811.66667,7
90,41811.70833,4
90,41811.75,7
90,41811.79167,9
90,41811.83333,9
90,41811.875,7
90,41811.91667,12
90,41811.95833,11
90,41812,7
90,41812.04167,13
90,41812.08333,13
90,41812.125,7
90,41812.16667,9
90,41812.20833,8
90,41812.25,9
90,41812.29167,9
90,41812.33333,16
90,41812.375,3
90,41812.41667,8
90,41812.45833,6
90,41812.5,5
90,41812.54167,10
90,41812.58333,6
90,41812.625,2
90,41812.66667,10
90,41812.70833,7
90,41812.75,7
90,41812.79167,2
90,41812.83333,10
90,41812.875,6
90,41812.91667,
90,41812.95833,
90,41813,
90,41813.04167,
90,41813.08333,
90,41813.125,
90,41813.16667,
90,41813.20833,
90,41813.25,
90,41813.29167,
90,41813.33333,
90,41813.375,
90,41813.41667,
90,41813.45833,
90,41813.5,
90,41813.54167,1
90,41813.58333,10
90,41813.625,9
90,41813.66667,14
90,41813.70833,8
90,41813.75,9
90,41813.79167,12
90,41813.83333,8
90,41813.875,6
90,41813.91667,12
90,41813.95833,12
90,41814,9
90,41814.04167,20
90,41814.08333,22
90,41814.125,23
90,41814.16667,15
90,41814.20833,16
90,41814.25,20
90,41814.29167,19
90,41814.33333,16
90,41814.375,19
90,41814.41667,17
90,41814.45833,16
90,41814.5,20
90,41814.54167,17
90,41814.58333,18
90,41814.625,10
90,41814.66667,15
90,41814.70833,13
90,41814.75,18
90,41814.79167,15
90,41814.83333,19
90,41814.875,21
90,41814.91667,17
90,41814.95833,21
90,41815,20
90,41815.04167,15
90,41815.08333,20
90,41815.125,18
90,41815.16667,16
90,41815.20833,17
90,41815.25,13
90,41815.29167,15
90,41815.33333,26
90,41815.375,20
90,41815.41667,30
90,41815.45833,32
90,41815.5,28
90,41815.54167,29
90,41815.58333,24
90,41815.625,27
90,41815.66667,26
90,41815.70833,23
90,41815.75,32
90,41815.79167,51
90,41815.83333,64
90,41815.875,49
90,41815.91667,49
90,41815.95833,50
90,41816,43
90,41816.04167,38
90,41816.08333,40
90,41816.125,37
90,41816.16667,32
90,41816.20833,26
90,41816.25,30
90,41816.29167,28
90,41816.33333,28
90,41816.375,27
90,41816.41667,30
90,41816.45833,39
90,41816.5,31
90,41816.54167,20
90,41816.58333,44
90,41816.625,39
90,41816.66667,37
90,41816.70833,31
90,41816.75,34
90,41816.79167,30
90,41816.83333,31
90,41816.875,29
90,41816.91667,28
90,41816.95833,30
90,41817,35
90,41817.04167,34
90,41817.08333,37
90,41817.125,40
90,41817.16667,41
90,41817.20833,35
90,41817.25,40
90,41817.29167,40
90,41817.33333,34
90,41817.375,34
90,41817.41667,44
90,41817.45833,35
90,41817.5,41
90,41817.54167,46
90,41817.58333,39
90,41817.625,36
90,41817.66667,45
90,41817.70833,48
90,41817.75,54
90,41817.79167,51
90,41817.83333,50
90,41817.875,44
90,41817.91667,43
90,41817.95833,44
90,41818,45
90,41818.04167,52
90,41818.08333,56
90,41818.125,55
90,41818.16667,54
90,41818.20833,43
90,41818.25,45
90,41818.29167,41
90,41818.33333,39
90,41818.375,63
90,41818.41667,40
90,41818.45833,42
90,41818.5,40
90,41818.54167,46
90,41818.58333,43
90,41818.625,
90,41818.66667,
90,41818.70833,
90,41818.75,
90,41818.79167,
90,41818.83333,
90,41818.875,
90,41818.91667,
90,41818.95833,19
90,41819,13
90,41819.04167,32
90,41819.08333,15
90,41819.125,20
90,41819.16667,17
90,41819.20833,25
90,41819.25,21
90,41819.29167,20
90,41819.33333,24
90,41819.375,30
90,41819.41667,30
90,41819.45833,31
90,41819.5,26
90,41819.54167,22
90,41819.58333,23
90,41819.625,26
90,41819.66667,18
90,41819.70833,8
90,41819.75,14
90,41819.79167,13
90,41819.83333,11
90,41819.875,8
90,41819.91667,13
90,41819.95833,11
90,41820,13
90,41820.04167,13
90,41820.08333,19
90,41820.125,19
90,41820.16667,19
90,41820.20833,15
90,41820.25,19
90,41820.29167,17
90,41820.33333,20
90,41820.375,23
90,41820.41667,25
90,41820.45833,28
90,41820.5,21
90,41820.54167,19
90,41820.58333,15
90,41820.625,20
90,41820.66667,15
90,41820.70833,14
90,41820.75,20
90,41820.79167,19
90,41820.83333,21
90,41820.875,20
90,41820.91667,21
90,41820.95833,19
90,41821,21
90,41821.04167,27
90,41821.08333,25
90,41821.125,24
90,41821.16667,15
90,41821.20833,15
90,41821.25,15
90,41821.29167,21
90,41821.33333,20
90,41821.375,25
90,41821.41667,27
90,41821.45833,20
90,41821.5,13
90,41821.54167,19
90,41821.58333,19
90,41821.625,34
90,41821.66667,40
90,41821.70833,27
90,41821.75,39
90,41821.79167,62
90,41821.83333,61
90,41821.875,64
90,41821.91667,72
90,41821.95833,75
90,41822,82
90,41822.04167,95
90,41822.08333,74
90,41822.125,56
90,41822.16667,33
90,41822.20833,48
90,41822.25,43
90,41822.29167,38
90,41822.33333,32
90,41822.375,38
90,41822.41667,34
90,41822.45833,30
90,41822.5,48
90,41822.54167,45
90,41822.58333,52
90,41822.625,54
90,41822.66667,51
90,41822.70833,53
90,41822.75,47
90,41822.79167,52
90,41822.83333,49
90,41822.875,42
90,41822.91667,39
90,41822.95833,22
90,41823,10
90,41823.04167,13
90,41823.08333,12
90,41823.125,11
90,41823.16667,14
90,41823.20833,14
90,41823.25,16
90,41823.29167,16
90,41823.33333,22
90,41823.375,16
90,41823.41667,17
90,41823.45833,13
90,41823.5,19
90,41823.54167,19
90,41823.58333,15
90,41823.625,16
90,41823.66667,14
90,41823.70833,18
90,41823.75,27
90,41823.79167,31
90,41823.83333,27
90,41823.875,23
90,41823.91667,13
90,41823.95833,14
90,41824,15
90,41824.04167,24
90,41824.08333,22
90,41824.125,20
90,41824.16667,17
90,41824.20833,18
90,41824.25,19
90,41824.29167,20
90,41824.33333,15
90,41824.375,34
90,41824.41667,41
90,41824.45833,44
90,41824.5,35
90,41824.54167,31
90,41824.58333,24
90,41824.625,19
90,41824.66667,18
90,41824.70833,18
90,41824.75,30
90,41824.79167,20
90,41824.83333,29
90,41824.875,21
90,41824.91667,17
90,41824.95833,16
90,41825,16
90,41825.04167,8
90,41825.08333,18
90,41825.125,19
90,41825.16667,12
90,41825.20833,19
90,41825.25,13
90,41825.29167,12
90,41825.33333,14
90,41825.375,23
90,41825.41667,23
90,41825.45833,25
90,41825.5,17
90,41825.54167,22
90,41825.58333,19
